STATION,NAME,DATE,PRCP,SNOW,TMAX,TMIN
USC00190666,"BIRCH HILL DAM, MA US",2/1/15,0,0,17,-7
USC00190666,"BIRCH HILL DAM, MA US",2/2/15,0.33,3.1,27,-7
USC00190666,"BIRCH HILL DAM, MA US",2/3/15,0.48,5,12,-1
USC00190666,"BIRCH HILL DAM, MA US",2/4/15,0,0,20,-8
USC00190666,"BIRCH HILL DAM, MA US",2/5/15,0.14,4.5,32,-1
USC00190666,"BIRCH HILL DAM, MA US",2/6/15,0.19,1.5,29,-12
USC00190666,"BIRCH HILL DAM, MA US",2/7/15,0,0,19,-10
USC00190666,"BIRCH HILL DAM, MA US",2/8/15,0.1,0.8,26,15
USC00190666,"BIRCH HILL DAM, MA US",2/9/15,0.45,3.7,23,10
USC00190666,"BIRCH HILL DAM, MA US",2/10/15,0.26,2.5,18,11
USC00190666,"BIRCH HILL DAM, MA US",2/11/15,0,0,32,-2
USC00190666,"BIRCH HILL DAM, MA US",2/12/15,0,0,25,-2
USC00190666,"BIRCH HILL DAM, MA US",2/13/15,0.06,1,27,-1
USC00190666,"BIRCH HILL DAM, MA US",2/14/15,0,0,13,-8
USC00190666,"BIRCH HILL DAM, MA US",2/15/15,0.72,6.2,20,-8
USC00190666,"BIRCH HILL DAM, MA US",2/16/15,0.38,3.3,13,-9
USC00190666,"BIRCH HILL DAM, MA US",2/17/15,0,0,14,-6
USC00190666,"BIRCH HILL DAM, MA US",2/18/15,0,0,25,-13
USC00190666,"BIRCH HILL DAM, MA US",2/19/15,0.02,0.9,33,-13
USC00190666,"BIRCH HILL DAM, MA US",2/20/15,0.05,0.2,22,-2
USC00190666,"BIRCH HILL DAM, MA US",2/21/15,0,0,15,-16
USC00190666,"BIRCH HILL DAM, MA US",2/22/15,0.44,3.2,28,-16
USC00190666,"BIRCH HILL DAM, MA US",2/23/15,0,0,37,15
USC00190666,"BIRCH HILL DAM, MA US",2/24/15,0,0,19,-20
USC00190666,"BIRCH HILL DAM, MA US",2/25/15,0.01,0,19,-19
USC00190666,"BIRCH HILL DAM, MA US",2/26/15,0,0,31,7
USC00190666,"BIRCH HILL DAM, MA US",2/27/15,0.02,0,24,3
USC00190666,"BIRCH HILL DAM, MA US",2/28/15,0,0,26,-11
US1MABR0002,"REHOBOTH 2.1 N, MA US",2/1/15,0,0,,
US1MABR0002,"REHOBOTH 2.1 N, MA US",2/2/15,0.31,3.3,,
US1MABR0002,"REHOBOTH 2.1 N, MA US",2/3/15,0.75,5,,
US1MABR0002,"REHOBOTH 2.1 N, MA US",2/4/15,0,0,,
US1MABR0002,"REHOBOTH 2.1 N, MA US",2/5/15,0,0,,
US1MABR0002,"REHOBOTH 2.1 N, MA US",2/6/15,0.01,0.1,,
US1MABR0002,"REHOBOTH 2.1 N, MA US",2/7/15,0,0,,
US1MABR0002,"REHOBOTH 2.1 N, MA US",2/8/15,0.2,1.8,,
US1MABR0002,"REHOBOTH 2.1 N, MA US",2/9/15,0.13,1.5,,
US1MABR0002,"REHOBOTH 2.1 N, MA US",2/10/15,0.48,5.2,,
US1MABR0002,"REHOBOTH 2.1 N, MA US",2/11/15,0,0,,
US1MABR0002,"REHOBOTH 2.1 N, MA US",2/12/15,0,0,,
US1MABR0002,"REHOBOTH 2.1 N, MA US",2/13/15,0,0,,
US1MABR0002,"REHOBOTH 2.1 N, MA US",2/14/15,0,0,,
US1MABR0002,"REHOBOTH 2.1 N, MA US",2/15/15,0.5,7.3,,
US1MABR0002,"REHOBOTH 2.1 N, MA US",2/16/15,0.05,0.8,,
US1MABR0002,"REHOBOTH 2.1 N, MA US",2/17/15,0,0,,
US1MABR0002,"REHOBOTH 2.1 N, MA US",2/18/15,0.07,4,,
US1MABR0002,"REHOBOTH 2.1 N, MA US",2/19/15,0.08,1.9,,
US1MABR0002,"REHOBOTH 2.1 N, MA US",2/20/15,0,0,,
US1MABR0002,"REHOBOTH 2.1 N, MA US",2/21/15,0,0,,
US1MABR0002,"REHOBOTH 2.1 N, MA US",2/22/15,0.51,1.9,,
US1MABR0002,"REHOBOTH 2.1 N, MA US",2/28/15,0,0,,
US1MAHS0008,"WILLIAMSBURG 1.2 WSW, MA US",2/1/15,0,0,,
US1MAHS0008,"WILLIAMSBURG 1.2 WSW, MA US",2/2/15,0.35,3.9,,
US1MAHS0008,"WILLIAMSBURG 1.2 WSW, MA US",2/3/15,0.46,5.6,,
US1MAHS0008,"WILLIAMSBURG 1.2 WSW, MA US",2/4/15,0,0,,
US1MAHS0008,"WILLIAMSBURG 1.2 WSW, MA US",2/5/15,0.06,1.3,,
US1MAHS0008,"WILLIAMSBURG 1.2 WSW, MA US",2/6/15,0,0,,
US1MAHS0008,"WILLIAMSBURG 1.2 WSW, MA US",2/7/15,0,0,,
US1MAHS0008,"WILLIAMSBURG 1.2 WSW, MA US",2/8/15,0.13,1.5,,
US1MAHS0008,"WILLIAMSBURG 1.2 WSW, MA US",2/9/15,0.39,4,,
US1MAHS0008,"WILLIAMSBURG 1.2 WSW, MA US",2/10/15,0.29,3.8,,
US1MAHS0008,"WILLIAMSBURG 1.2 WSW, MA US",2/11/15,0,0,,
US1MAHS0008,"WILLIAMSBURG 1.2 WSW, MA US",2/12/15,0,0,,
US1MAHS0008,"WILLIAMSBURG 1.2 WSW, MA US",2/13/15,0.01,1.1,,
US1MAHS0008,"WILLIAMSBURG 1.2 WSW, MA US",2/14/15,0,0,,
US1MAHS0008,"WILLIAMSBURG 1.2 WSW, MA US",2/15/15,0.23,4.1,,
US1MAHS0008,"WILLIAMSBURG 1.2 WSW, MA US",2/16/15,0.01,0.5,,
US1MAHS0008,"WILLIAMSBURG 1.2 WSW, MA US",2/17/15,0,0,,
US1MAHS0008,"WILLIAMSBURG 1.2 WSW, MA US",2/18/15,0,0,,
US1MAHS0008,"WILLIAMSBURG 1.2 WSW, MA US",2/19/15,0.01,0.1,,
US1MAHS0008,"WILLIAMSBURG 1.2 WSW, MA US",2/20/15,0,0,,
US1MAHS0008,"WILLIAMSBURG 1.2 WSW, MA US",2/21/15,0,0,,
US1MAHS0008,"WILLIAMSBURG 1.2 WSW, MA US",2/22/15,0.35,3.8,,
US1MAHS0008,"WILLIAMSBURG 1.2 WSW, MA US",2/23/15,0,0,,
US1MAHS0008,"WILLIAMSBURG 1.2 WSW, MA US",2/24/15,0,0,,
US1MAHS0008,"WILLIAMSBURG 1.2 WSW, MA US",2/25/15,0,0.1,,
US1MAHS0008,"WILLIAMSBURG 1.2 WSW, MA US",2/26/15,0,0,,
US1MAHS0008,"WILLIAMSBURG 1.2 WSW, MA US",2/27/15,0.01,0.2,,
US1MAHS0008,"WILLIAMSBURG 1.2 WSW, MA US",2/28/15,0,0,,
US1MAHS0007,"PLAINFIELD 2.2 SW, MA US",2/1/15,0,0.2,,
US1MAHS0007,"PLAINFIELD 2.2 SW, MA US",2/2/15,0.5,5,,
US1MAHS0007,"PLAINFIELD 2.2 SW, MA US",2/3/15,0.57,7.1,,
US1MAHS0007,"PLAINFIELD 2.2 SW, MA US",2/4/15,0,0,,
US1MAHS0007,"PLAINFIELD 2.2 SW, MA US",2/5/15,0.26,5.2,,
US1MAHS0007,"PLAINFIELD 2.2 SW, MA US",2/6/15,0.03,0.3,,
US1MAHS0007,"PLAINFIELD 2.2 SW, MA US",2/7/15,0,0,,
US1MAHS0007,"PLAINFIELD 2.2 SW, MA US",2/8/15,0.15,1.3,,
US1MAHS0007,"PLAINFIELD 2.2 SW, MA US",2/9/15,0.53,5.3,,
US1MAHS0007,"PLAINFIELD 2.2 SW, MA US",2/10/15,0.4,4.8,,
US1MAHS0007,"PLAINFIELD 2.2 SW, MA US",2/11/15,0,0,,
US1MAHS0007,"PLAINFIELD 2.2 SW, MA US",2/12/15,0,0.1,,
US1MAHS0007,"PLAINFIELD 2.2 SW, MA US",2/13/15,0.01,,,
US1MAHS0007,"PLAINFIELD 2.2 SW, MA US",2/14/15,0,0,,
US1MAHS0007,"PLAINFIELD 2.2 SW, MA US",2/15/15,0.35,6.9,,
US1MAHS0007,"PLAINFIELD 2.2 SW, MA US",2/16/15,0.02,,,
US1MAHS0007,"PLAINFIELD 2.2 SW, MA US",2/17/15,0,0,,
US1MAHS0007,"PLAINFIELD 2.2 SW, MA US",2/18/15,0,0,,
US1MAHS0007,"PLAINFIELD 2.2 SW, MA US",2/19/15,0.02,0.3,,
US1MAHS0007,"PLAINFIELD 2.2 SW, MA US",2/20/15,0.01,0.3,,
US1MAHS0007,"PLAINFIELD 2.2 SW, MA US",2/21/15,0,0,,
US1MAHS0007,"PLAINFIELD 2.2 SW, MA US",2/22/15,0.34,3.1,,
US1MAHS0007,"PLAINFIELD 2.2 SW, MA US",2/23/15,0,0,,
US1MAHS0007,"PLAINFIELD 2.2 SW, MA US",2/24/15,0,0,,
US1MAHS0007,"PLAINFIELD 2.2 SW, MA US",2/25/15,0,0.1,,
US1MAHS0007,"PLAINFIELD 2.2 SW, MA US",2/28/15,0,0,,
US1MAHS0006,"LEEDS 0.1 NNE, MA US",2/1/15,0,,,
US1MABR0009,"TAUNTON 2.6 NW, MA US",2/5/15,0,0,,
US1MAMD0025,"AYER 0.1 SW, MA US",2/15/15,,14.7,,
US1MABR0008,"DIGHTON 1.1 WSW, MA US",2/1/15,0,0,,
US1MABR0008,"DIGHTON 1.1 WSW, MA US",2/2/15,0.14,2.8,,
US1MABR0008,"DIGHTON 1.1 WSW, MA US",2/3/15,0.57,4.5,,
US1MABR0008,"DIGHTON 1.1 WSW, MA US",2/4/15,0,0,,
US1MABR0008,"DIGHTON 1.1 WSW, MA US",2/5/15,0,0,,
US1MABR0008,"DIGHTON 1.1 WSW, MA US",2/6/15,0.02,0.3,,
US1MABR0008,"DIGHTON 1.1 WSW, MA US",2/7/15,0,0,,
US1MABR0008,"DIGHTON 1.1 WSW, MA US",2/8/15,0.17,1.8,,
US1MABR0008,"DIGHTON 1.1 WSW, MA US",2/9/15,0.16,1.6,,
US1MABR0008,"DIGHTON 1.1 WSW, MA US",2/10/15,0.43,5.1,,
US1MABR0008,"DIGHTON 1.1 WSW, MA US",2/11/15,0,0,,
US1MABR0008,"DIGHTON 1.1 WSW, MA US",2/12/15,0,0.2,,
US1MABR0008,"DIGHTON 1.1 WSW, MA US",2/13/15,0.01,0.1,,
US1MABR0008,"DIGHTON 1.1 WSW, MA US",2/14/15,0,0,,
US1MABR0008,"DIGHTON 1.1 WSW, MA US",2/15/15,0.59,11.5,,
US1MABR0008,"DIGHTON 1.1 WSW, MA US",2/16/15,0.06,1.5,,
US1MABR0008,"DIGHTON 1.1 WSW, MA US",2/17/15,0,0,,
US1MABR0008,"DIGHTON 1.1 WSW, MA US",2/18/15,0.1,4,,
US1MABR0008,"DIGHTON 1.1 WSW, MA US",2/19/15,0.08,2.1,,
US1MABR0008,"DIGHTON 1.1 WSW, MA US",2/20/15,0,0,,
US1MABR0008,"DIGHTON 1.1 WSW, MA US",2/21/15,0,0,,
US1MABR0008,"DIGHTON 1.1 WSW, MA US",2/22/15,0.56,1.1,,
US1MABR0008,"DIGHTON 1.1 WSW, MA US",2/23/15,0.11,1,,
US1MABR0008,"DIGHTON 1.1 WSW, MA US",2/24/15,0,0,,
US1MABR0008,"DIGHTON 1.1 WSW, MA US",2/25/15,0.14,4.1,,
US1MABR0008,"DIGHTON 1.1 WSW, MA US",2/26/15,0,0,,
US1MABR0008,"DIGHTON 1.1 WSW, MA US",2/27/15,0.03,0.6,,
US1MABR0008,"DIGHTON 1.1 WSW, MA US",2/28/15,0,0,,
US1MAHS0002,"WESTHAMPTON 1.8 SW, MA US",2/1/15,0,0,,
US1MAHS0002,"WESTHAMPTON 1.8 SW, MA US",2/4/15,0,0,,
US1MAHS0002,"WESTHAMPTON 1.8 SW, MA US",2/5/15,0.07,1,,
US1MAHS0002,"WESTHAMPTON 1.8 SW, MA US",2/6/15,0.01,0.4,,
US1MAHS0002,"WESTHAMPTON 1.8 SW, MA US",2/7/15,0,0,,
US1MAHS0002,"WESTHAMPTON 1.8 SW, MA US",2/8/15,0.11,1,,
US1MAHS0002,"WESTHAMPTON 1.8 SW, MA US",2/9/15,0.59,5.4,,
US1MAHS0002,"WESTHAMPTON 1.8 SW, MA US",2/10/15,0.35,3.6,,
US1MAHS0002,"WESTHAMPTON 1.8 SW, MA US",2/11/15,0,0,,
US1MAHS0002,"WESTHAMPTON 1.8 SW, MA US",2/12/15,0,0,,
US1MAHS0002,"WESTHAMPTON 1.8 SW, MA US",2/13/15,0.03,1,,
US1MAHS0002,"WESTHAMPTON 1.8 SW, MA US",2/14/15,0,0,,
US1MAHS0002,"WESTHAMPTON 1.8 SW, MA US",2/15/15,0.23,4,,
US1MAHS0002,"WESTHAMPTON 1.8 SW, MA US",2/16/15,0,0.5,,
US1MAHS0002,"WESTHAMPTON 1.8 SW, MA US",2/17/15,0,0,,
US1MAHS0002,"WESTHAMPTON 1.8 SW, MA US",2/18/15,0,0,,
US1MAHS0002,"WESTHAMPTON 1.8 SW, MA US",2/19/15,0,0.1,,
US1MAHS0002,"WESTHAMPTON 1.8 SW, MA US",2/20/15,0,0,,
US1MAHS0002,"WESTHAMPTON 1.8 SW, MA US",2/21/15,0,0,,
US1MAHS0002,"WESTHAMPTON 1.8 SW, MA US",2/22/15,0.41,4,,
US1MAHS0002,"WESTHAMPTON 1.8 SW, MA US",2/23/15,0,0,,
US1MAHS0002,"WESTHAMPTON 1.8 SW, MA US",2/24/15,0,0,,
US1MAHS0002,"WESTHAMPTON 1.8 SW, MA US",2/25/15,0,0.1,,
US1MAHS0002,"WESTHAMPTON 1.8 SW, MA US",2/26/15,0,0,,
US1MAHS0002,"WESTHAMPTON 1.8 SW, MA US",2/27/15,0.03,0.3,,
US1MAHS0002,"WESTHAMPTON 1.8 SW, MA US",2/28/15,0,0,,
USC00194580,"MAYNARD 2, MA US",2/1/15,0,0,25,-1
USC00194580,"MAYNARD 2, MA US",2/2/15,0.38,4.1,33,5
USC00194580,"MAYNARD 2, MA US",2/3/15,0.62,8.5,15,0
USC00194580,"MAYNARD 2, MA US",2/8/15,,6,39,-10
USC00194580,"MAYNARD 2, MA US",2/9/15,0.36,4.5,25,10
USC00194580,"MAYNARD 2, MA US",2/10/15,0.26,4.5,19,10
USC00194580,"MAYNARD 2, MA US",2/11/15,0,0,32,14
USC00194580,"MAYNARD 2, MA US",2/12/15,0,0,30,2
USC00194580,"MAYNARD 2, MA US",2/14/15,,,30,-10
USC00194580,"MAYNARD 2, MA US",2/15/15,0.92,13,23,-8
USC00194580,"MAYNARD 2, MA US",2/16/15,0.15,2.5,18,-6
USC00194580,"MAYNARD 2, MA US",2/17/15,0,0,23,-2
USC00194580,"MAYNARD 2, MA US",2/18/15,0,0,25,4
USC00194580,"MAYNARD 2, MA US",2/19/15,0.12,3,35,8
USC00194580,"MAYNARD 2, MA US",2/20/15,0,0,29,2
USC00194580,"MAYNARD 2, MA US",2/21/15,0,0,21,-12
USC00194580,"MAYNARD 2, MA US",2/23/15,,2.5,47,-5
USC00194580,"MAYNARD 2, MA US",2/24/15,0,0,27,-13
USC00194580,"MAYNARD 2, MA US",2/25/15,0,0,25,-11
USC00194580,"MAYNARD 2, MA US",2/26/15,0,0,37,7
USC00194580,"MAYNARD 2, MA US",2/27/15,0,0,27,3
USC00194580,"MAYNARD 2, MA US",2/28/15,0,0,33,-1
USC00196486,"PLYMOUTH KINGSTON, MA US",2/1/15,0,0,34,10
USC00196486,"PLYMOUTH KINGSTON, MA US",2/2/15,,,34,10
USC00196486,"PLYMOUTH KINGSTON, MA US",2/3/15,,5,26,6
USC00196486,"PLYMOUTH KINGSTON, MA US",2/4/15,0,0,39,6
USC00196486,"PLYMOUTH KINGSTON, MA US",2/5/15,0,0,40,8
USC00196486,"PLYMOUTH KINGSTON, MA US",2/6/15,0,0,23,1
USC00196486,"PLYMOUTH KINGSTON, MA US",2/7/15,0.02,1,30,
USC00196486,"PLYMOUTH KINGSTON, MA US",2/8/15,0.22,2.5,36,
USC00196486,"PLYMOUTH KINGSTON, MA US",2/9/15,1.04,8.9,36,
USC00196486,"PLYMOUTH KINGSTON, MA US",2/10/15,0.58,8.5,34,
USC00196486,"PLYMOUTH KINGSTON, MA US",2/11/15,0.01,0,32,
USC00196486,"PLYMOUTH KINGSTON, MA US",2/12/15,0.01,0,32,
USC00196486,"PLYMOUTH KINGSTON, MA US",2/13/15,0,0.1,32,5
USC00196486,"PLYMOUTH KINGSTON, MA US",2/14/15,0,0,27,0
USC00196486,"PLYMOUTH KINGSTON, MA US",2/15/15,1.86,22.4,,
USC00196486,"PLYMOUTH KINGSTON, MA US",2/16/15,0,0,32,-5
USC00196486,"PLYMOUTH KINGSTON, MA US",2/17/15,0.06,3.5,22,
USC00196486,"PLYMOUTH KINGSTON, MA US",2/18/15,0.05,1,33,
USC00196486,"PLYMOUTH KINGSTON, MA US",2/19/15,0.07,1.5,33,
USC00196486,"PLYMOUTH KINGSTON, MA US",2/20/15,0.1,1,29,
USC00196486,"PLYMOUTH KINGSTON, MA US",2/21/15,0,0,34,
USC00196486,"PLYMOUTH KINGSTON, MA US",2/22/15,0.66,1,38,
USC00196486,"PLYMOUTH KINGSTON, MA US",2/23/15,0,0,36,
USC00196486,"PLYMOUTH KINGSTON, MA US",2/24/15,0,0,26,
USC00196486,"PLYMOUTH KINGSTON, MA US",2/25/15,0.11,2.5,37,
USC00196486,"PLYMOUTH KINGSTON, MA US",2/26/15,0.1,2.5,38,4
USC00196486,"PLYMOUTH KINGSTON, MA US",2/27/15,0,0,32,4
USC00196486,"PLYMOUTH KINGSTON, MA US",2/28/15,0,0,34,4
USC00193890,"JAMAICA PLAIN, MA US",2/1/15,0,0,21,6
USC00193890,"JAMAICA PLAIN, MA US",2/2/15,0.54,6.2,30,14
USC00193890,"JAMAICA PLAIN, MA US",2/3/15,0.88,8.9,28,4
USC00193890,"JAMAICA PLAIN, MA US",2/4/15,0,0,23,7
USC00193890,"JAMAICA PLAIN, MA US",2/5/15,0,0,37,6
USC00193890,"JAMAICA PLAIN, MA US",2/6/15,0.12,3,37,-2
USC00193890,"JAMAICA PLAIN, MA US",2/7/15,0,0,23,0
USC00193890,"JAMAICA PLAIN, MA US",2/8/15,0.3,3.5,29,23
USC00193890,"JAMAICA PLAIN, MA US",2/9/15,0.5,8,29,13
USC00193890,"JAMAICA PLAIN, MA US",2/10/15,0.6,10,19,13
USC00193890,"JAMAICA PLAIN, MA US",2/11/15,0.01,0.5,30,18
USC00193890,"JAMAICA PLAIN, MA US",2/12/15,0,0.3,20,11
USC00193890,"JAMAICA PLAIN, MA US",2/13/15,0.02,0.2,29,7
USC00193890,"JAMAICA PLAIN, MA US",2/14/15,0,0,17,-4
USC00193890,"JAMAICA PLAIN, MA US",2/16/15,,12,28,-5
USC00193890,"JAMAICA PLAIN, MA US",2/17/15,0,0,19,0
USC00193890,"JAMAICA PLAIN, MA US",2/18/15,0.05,0.5,23,11
USC00193890,"JAMAICA PLAIN, MA US",2/19/15,0.08,1.9,30,15
USC00193890,"JAMAICA PLAIN, MA US",2/20/15,0.02,0.2,31,4
USC00193890,"JAMAICA PLAIN, MA US",2/21/15,0,0,18,-2
USC00193890,"JAMAICA PLAIN, MA US",2/22/15,0.29,0.8,33,10
USC00193890,"JAMAICA PLAIN, MA US",2/23/15,0,0,38,26
USC00193890,"JAMAICA PLAIN, MA US",2/24/15,0,0,26,-7
USC00193890,"JAMAICA PLAIN, MA US",2/25/15,0.06,1.4,23,5
USC00193890,"JAMAICA PLAIN, MA US",2/26/15,0,0,35,17
USC00193890,"JAMAICA PLAIN, MA US",2/27/15,0.02,0.3,23,11
USC00193890,"JAMAICA PLAIN, MA US",2/28/15,0,0,26,9
USC00194105,"LAWRENCE, MA US",2/1/15,0,0,18,8
USC00194105,"LAWRENCE, MA US",2/2/15,0.45,4.5,28,10
USC00194105,"LAWRENCE, MA US",2/3/15,0.53,7.5,13,2
USC00194105,"LAWRENCE, MA US",2/4/15,0,0,23,
USC00194105,"LAWRENCE, MA US",2/5/15,0.1,1,37,13
USC00194105,"LAWRENCE, MA US",2/6/15,0.2,1.5,31,-5
USC00194105,"LAWRENCE, MA US",2/7/15,0,0,23,5
USC00194105,"LAWRENCE, MA US",2/8/15,0.42,3.5,28,
USC00194105,"LAWRENCE, MA US",2/9/15,0.62,10,29,
USC00194105,"LAWRENCE, MA US",2/10/15,0,3,15,12
USC00194105,"LAWRENCE, MA US",2/11/15,0,0,31,11
USC00194105,"LAWRENCE, MA US",2/12/15,0,0,23,
USC00194105,"LAWRENCE, MA US",2/13/15,0.05,1,24,4
USC00194105,"LAWRENCE, MA US",2/14/15,0,0,19,5
USC00194105,"LAWRENCE, MA US",2/15/15,,,22,
USC00194105,"LAWRENCE, MA US",2/16/15,,12.5,21,-5
USC00194105,"LAWRENCE, MA US",2/17/15,0,0,18,2
USC00194105,"LAWRENCE, MA US",2/18/15,0,0,25,2
USC00194105,"LAWRENCE, MA US",2/19/15,0.15,1.2,30,2
USC00194105,"LAWRENCE, MA US",2/20/15,0,0,27,4
USC00194105,"LAWRENCE, MA US",2/21/15,0,0,21,6
USC00194105,"LAWRENCE, MA US",2/22/15,0.4,2.7,32,0
USC00194105,"LAWRENCE, MA US",2/23/15,0,0,41,
USC00194105,"LAWRENCE, MA US",2/24/15,0,0,29,-13
USC00194105,"LAWRENCE, MA US",2/25/15,0.02,0.5,20,8
USC00194105,"LAWRENCE, MA US",2/26/15,0,0,33,6
USC00194105,"LAWRENCE, MA US",2/27/15,0,0,22,6
USC00194105,"LAWRENCE, MA US",2/28/15,0,0,27,12
USR0000MCAP,"CAPE COD MASSACHUSETTS, MA US",2/1/15,,,32,18
USR0000MCAP,"CAPE COD MASSACHUSETTS, MA US",2/2/15,,,36,19
USR0000MCAP,"CAPE COD MASSACHUSETTS, MA US",2/3/15,,,26,15
USR0000MCAP,"CAPE COD MASSACHUSETTS, MA US",2/4/15,,,39,18
USR0000MCAP,"CAPE COD MASSACHUSETTS, MA US",2/5/15,,,39,15
USR0000MCAP,"CAPE COD MASSACHUSETTS, MA US",2/6/15,,,23,11
USR0000MCAP,"CAPE COD MASSACHUSETTS, MA US",2/7/15,,,32,22
USR0000MCAP,"CAPE COD MASSACHUSETTS, MA US",2/8/15,,,38,29
USR0000MCAP,"CAPE COD MASSACHUSETTS, MA US",2/9/15,,,33,32
USR0000MCAP,"CAPE COD MASSACHUSETTS, MA US",2/10/15,,,34,31
USR0000MCAP,"CAPE COD MASSACHUSETTS, MA US",2/11/15,,,31,27
USR0000MCAP,"CAPE COD MASSACHUSETTS, MA US",2/12/15,,,31,26
USR0000MCAP,"CAPE COD MASSACHUSETTS, MA US",2/13/15,,,24,13
USR0000MCAP,"CAPE COD MASSACHUSETTS, MA US",2/14/15,,,32,7
USR0000MCAP,"CAPE COD MASSACHUSETTS, MA US",2/15/15,,,31,3
USR0000MCAP,"CAPE COD MASSACHUSETTS, MA US",2/16/15,,,23,2
USR0000MCAP,"CAPE COD MASSACHUSETTS, MA US",2/17/15,,,28,16
USR0000MCAP,"CAPE COD MASSACHUSETTS, MA US",2/18/15,,,40,24
USR0000MCAP,"CAPE COD MASSACHUSETTS, MA US",2/19/15,,,35,12
USR0000MCAP,"CAPE COD MASSACHUSETTS, MA US",2/20/15,,,21,7
USR0000MCAP,"CAPE COD MASSACHUSETTS, MA US",2/21/15,,,37,13
USR0000MCAP,"CAPE COD MASSACHUSETTS, MA US",2/22/15,,,41,29
USR0000MCAP,"CAPE COD MASSACHUSETTS, MA US",2/23/15,,,30,8
USR0000MCAP,"CAPE COD MASSACHUSETTS, MA US",2/24/15,,,27,6
USR0000MCAP,"CAPE COD MASSACHUSETTS, MA US",2/25/15,,,38,25
USR0000MCAP,"CAPE COD MASSACHUSETTS, MA US",2/26/15,,,30,23
USR0000MCAP,"CAPE COD MASSACHUSETTS, MA US",2/27/15,,,32,15
USR0000MCAP,"CAPE COD MASSACHUSETTS, MA US",2/28/15,,,33,16
USC00194502,"MARBLEHEAD, MA US",2/1/15,0,0,25,9
USC00194502,"MARBLEHEAD, MA US",2/3/15,,15,29,3
USC00194502,"MARBLEHEAD, MA US",2/4/15,0,0,23,5
USC00194502,"MARBLEHEAD, MA US",2/5/15,0,0,36,23
USC00194502,"MARBLEHEAD, MA US",2/6/15,0,0,32,1
USC00194502,"MARBLEHEAD, MA US",2/7/15,0,0,27,9
USC00194502,"MARBLEHEAD, MA US",2/8/15,0.27,4,29,26
USC00194502,"MARBLEHEAD, MA US",2/9/15,0.42,10.4,28,13
USC00194502,"MARBLEHEAD, MA US",2/10/15,0.59,12.4,26,14
USC00194502,"MARBLEHEAD, MA US",2/11/15,0,0,28,16
USC00194502,"MARBLEHEAD, MA US",2/12/15,0,0,21,14
USC00194502,"MARBLEHEAD, MA US",2/13/15,0.17,3,27,5
USC00194502,"MARBLEHEAD, MA US",2/14/15,0,0,17,0
USC00194502,"MARBLEHEAD, MA US",2/15/15,,,31,0
USC00194502,"MARBLEHEAD, MA US",2/16/15,,17,15,-5
USC00194502,"MARBLEHEAD, MA US",2/17/15,0,0,19,2
USC00194502,"MARBLEHEAD, MA US",2/18/15,0,0,24,12
USC00194502,"MARBLEHEAD, MA US",2/19/15,0.02,1.5,32,19
USC00194502,"MARBLEHEAD, MA US",2/20/15,0,0,33,2
USC00194502,"MARBLEHEAD, MA US",2/21/15,0,0,18,4
USC00194502,"MARBLEHEAD, MA US",2/22/15,0.33,1,33,17
USC00194502,"MARBLEHEAD, MA US",2/23/15,0,0,41,24
USC00194502,"MARBLEHEAD, MA US",2/24/15,0,0,25,4
USC00194502,"MARBLEHEAD, MA US",2/25/15,0.11,2.5,23,6
USC00194502,"MARBLEHEAD, MA US",2/26/15,0,0,36,16
USC00194502,"MARBLEHEAD, MA US",2/27/15,0,0,23,11
USC00194502,"MARBLEHEAD, MA US",2/28/15,0,0,28,8
USC00194744,"MIDDLETON, MA US",2/1/15,0,0,32,1
USC00194744,"MIDDLETON, MA US",2/2/15,0.8,19.2,29,-5
USC00194744,"MIDDLETON, MA US",2/3/15,0.11,3,26,0
USC00194744,"MIDDLETON, MA US",2/4/15,0,0,36,-5
USC00194744,"MIDDLETON, MA US",2/5/15,0.16,1.5,38,1
USC00194744,"MIDDLETON, MA US",2/6/15,0,0,22,-7
USC00194744,"MIDDLETON, MA US",2/7/15,0,0,29,-2
USC00194744,"MIDDLETON, MA US",2/8/15,0.35,5,30,10
USC00194744,"MIDDLETON, MA US",2/9/15,0.55,10,22,7
USC00194744,"MIDDLETON, MA US",2/10/15,0.19,4,33,7
USC00194744,"MIDDLETON, MA US",2/11/15,0.1,1,34,12
USC00194744,"MIDDLETON, MA US",2/12/15,0,0,27,-1
USC00194744,"MIDDLETON, MA US",2/13/15,0.08,2,27,2
USC00194744,"MIDDLETON, MA US",2/14/15,0,0,25,-13
USC00194744,"MIDDLETON, MA US",2/15/15,0.78,12,29,-2
USC00194744,"MIDDLETON, MA US",2/16/15,0,0,23,-2
USC00194744,"MIDDLETON, MA US",2/17/15,0,0,29,-1
USC00194744,"MIDDLETON, MA US",2/18/15,0,0,31,3
USC00194744,"MIDDLETON, MA US",2/19/15,0.1,1.5,32,11
USC00194744,"MIDDLETON, MA US",2/20/15,0,0,22,0
USC00194744,"MIDDLETON, MA US",2/21/15,0,0,30,9
USC00194744,"MIDDLETON, MA US",2/22/15,0.28,3,44,23
USC00194744,"MIDDLETON, MA US",2/23/15,0,0,40,11
USC00194744,"MIDDLETON, MA US",2/24/15,0,0,20,-6
USC00194744,"MIDDLETON, MA US",2/25/15,0.04,1,40,5
USC00194744,"MIDDLETON, MA US",2/26/15,0.01,0.5,32,12
